item,freq
曲江亭望慈恩寺杏园花发,4
春云,4
贫女,4
步虚词,4
晚眺,4
庐山瀑布,4
山出云,4
蔷薇花,4
读史,4
金谷园花发怀古,4
自述,4
寄贾岛,4
夏夜,4
赠王道士,4
日暖万年枝,4
离家,4
闻子规,4
送人归吴,4
村行,4
自贻,4
闲题,4
出关,4
贵游,4
放猿,4
无题二首,4
汉宫词,4
垂柳,4
灯,4
即目,4
寓怀,4
莺出谷,4
咏柳,4
长安春日,4
风不鸣条,4
牧童,4
客行,4
自讽,4
和李尚书命妓饯崔侍御,4
马嵬,4
春闺怨,4
寻山,4
薄命妾,4
南游,4
招隐,4
野步,4
送友人归江南,4
夕阳,4
华山,4
台城,4
秋,4
苦吟,4
又和,4
巫山一段云,4
小重山,4
喜迁莺,4
渔歌子,4
定风波,4
春游曲,3
石淙,3
咏灯,3
题剑门,3
明皇祀圜丘乐章·寿和,3
郊庙歌辞·享太庙乐章·永和,3
郊庙歌辞·享太庙乐章·肃和,3
郊庙歌辞·周郊祀乐章·福顺乐,3
乐府杂曲·鼓吹曲辞·上之回,3
乐府杂曲·鼓吹曲辞·战城南,3
乐府杂曲·鼓吹曲辞·将进酒,3
乐府杂曲·鼓吹曲辞·临高台,3
横吹曲辞·出塞曲,3
横吹曲辞·入塞曲,3
横吹曲辞·梅花落,3
相和歌辞·挽歌,3
相和歌辞·陌上桑,3
相和歌辞·燕歌行,3
相和歌辞·苦寒行,3
相和歌辞·陇西行,3
相和歌辞·雁门太守行,3
相和歌辞·怨诗二首,3
相和歌辞·怨歌行,3
相和歌辞·长信怨,3
相和歌辞·阳春曲,3
琴曲歌辞·湘夫人,3
琴曲歌辞·雉朝飞操,3
琴曲歌辞·蔡氏五弄·秋思二首,3
杂曲歌辞·伤歌行,3
杂曲歌辞·悲哉行,3
杂曲歌辞·羽林行,3
杂曲歌辞·侠客行,3
杂曲歌辞·游子吟,3
杂曲歌辞·壮士行,3
杂曲歌辞·东飞伯劳歌,3
杂曲歌辞·行路难三首,3
杂曲歌辞·古别离二首,3
杂曲歌辞·夜夜曲,3
杂曲歌辞·春江曲,3
杂曲歌辞·乐府,3
杂曲歌辞·凉州词,3
杂曲歌辞·浪淘沙,3
杂曲歌辞·太平乐,3
杂曲歌辞·踏歌词,3
杂歌谣辞·苏小小歌,3
出塞曲,3
奉和正日临朝应诏,3
怨歌行,3
咏舞,3
梅花落,3
雨雪曲,3
渡汉江,3
奉和别越王,3
剪彩,3
听筝,3
登总持寺阁,3
巫峡,3
春日芙蓉园侍宴应制,3
奉和九月九日登慈恩寺浮屠应制,3
江亭晚望,3
寄天台司马道士,3
奉和晦日幸昆明池应制,3
函谷关,3
奉和登骊山高顶寓目应制,3
奉和幸韦嗣立山庄应制,3
杂曲,3
江南弄,3
奉和七夕两仪殿会宴应制,3
闰九月九日幸总持寺登浮图应制,3
笔,3
箫,3
扇,3
凤,3
怨情,3
嵩山石淙侍宴应制,3
春江曲,3
莲花,3
采莲女,3
游禁苑幸临渭亭遇雪应制,3
奉和圣制登骊山高顶寓目应制,3
奉和幸白鹿观应制,3
人日重宴大明宫恩赐彩缕人胜应制,3
咏镜,3
览镜,3
闻雨,3
古镜,3
回波词,3
奉答燕公,3
巫山,3
秋闺,3
晓发,3
采莲词,3
古意二首,3
陇西行,3
陇头吟,3
早秋山中作,3
与卢员外象过崔处士兴宗林亭,3
琴歌,3
野田黄雀行,3
牧童词,3
九日登高,3
采莲曲二首,3
题石瓮寺,3
寒夜,3
行路难三首,3
春日行,3
上云乐,3
胡无人,3
鸣雁行,3
玉阶怨,3
千里思,3
白鼻騧,3
山鹧鸪词,3
九月十日即事,3
长门怨二首,3
赠内,3
初月,3
赠王侍御,3
南园,3
感遇,3
捣衣,3
九日送人,3
白鹭,3
山下泉,3
重阳,3
灵岩寺,3
望岳,3
昔游,3
遣兴五首,3
夜归,3
白马,3
春望,3
卜居,3
梅雨,3
游子,3
立春,3
洛阳,3
夜,3
鸡,3
重题,3
春思二首,3
过故洛城,3
送夔州班使君,3
玄元皇帝应见贺圣祚无疆,3
度关山,3
襄阳乐,3
游子吟,3
乐府,3
赠远,3
登鹳雀楼,3
登乐游原,3
花发上林,3
长至日上公献寿,3
和丘员外题湛长史旧居,3
感秋,3
花,3
听霜钟,3
昭君词,3
口号,3
题友人山居,3
题招隐寺,3
长安春望,3
尚书郎上直闻春漏,3
春游乐,3
襄阳曲,3
送客东归,3
送流人,3
立秋日,3
晚思,3
杂言,3
古词,3
草,3
饮马长城窟,3
羽林行,3
送人游塞,3
上阳宫,3
维扬冬末寄幕中二从事,3
旧宫人,3
游仙,3
杂感,3
江南春,3
春日偶作,3
临川羡鱼,3
青云干吕,3
感寓,3
送文畅上人东游,3
苏小小墓,3
古乐府,3
春闺思,3
思君恩,3
木芙蓉,3
秋思二首,3
赋得风动万年枝,3
壮士行,3
赠乐天,3
酬乐天见寄,3
酬令狐相公见寄,3
和张相公太原山亭怀古诗,3
春风扇微和,3
立春日晓望三素云,3
赋得竹箭有筠,3
催妆,3
征妇怨,3
伤春,3
冬日,3
落第,3
答友人,3
悼亡,3
猛虎行,3
寄紫阁隐者,3
古树,3
逢故人,3
雁门太守行,3
分水岭,3
画松,3
夜饮,3
寄乐天,3
梦仙,3
紫藤,3
寄隐者,3
晏起,3
新栽竹,3
秋霁,3
昼寝,3
首夏,3
自题,3
病起,3
对镜吟,3
一叶落,3
太湖石,3
晚起,3
自喜,3
赠梦得,3
醉吟,3
东归,3
浊水求珠,3
鱼上冰,3
题竹,3
鸿沟,3
黄雀行,3
阳春曲,3
八月十五夜,3
长安秋夜,3
罗浮山,3
柳二首,3
隋宫,3
送僧南游,3
经旧游,3
吴宫,3
瀑布,3
春霁,3
送李馀及第归蜀,3
送饶州张使君,3
寄李频,3
书怀寄友人,3
寄无可上人,3
山中寄友人,3
杏园,3
海棠,3
鹰,3
鸟散馀花落,3
思归引,3
题小松,3
赠禅师,3
马嵬坡,3
杨花,3
题青龙寺,3
望九华山,3
立春日,3
盆池,3
入关,3
愁,3
沧浪峡,3
闻歌,3
乐游原,3
南朝,3
石城,3
即日,3
端居,3
月夕,3
圣女祠,3
泪,3
细雨,3
都堂试贡士日庆春雪,3
中秋,3
梦仙谣,3
江边,3
春日书怀,3
御沟水,3
远水,3
秋雨,3
夏雨,3
和绵州于中丞登越王楼作,3
霞,3
寄人,3
鸂鶒,3
对菊,3
马嵬驿,3
题柳,3
清明日,3
效古,3
与僧话旧,3
咸阳怀古,3
送边将,3
道林寺,3
孤云,3
送羊振文先辈往桂阳归觐,3
汴河,3
陈宫,3
长安书事,3
渔家,3
渔者,3
夜吟,3
庐山,3
山中言事,3
废宅,3
仙掌,3
红叶,3
春,3
寄李处士,3
寄怀,3
春阴,3
寄贯休,3
苦热行,3
江上逢故人,3
闭门,3
棋,3
登祝融峰,3
芍药,3
剑客,3
秋夕书怀,3
夜夜曲,3
新燕,3
八拍蛮,3
天骥呈材,3
暗投明珠,3
秋夜吟,3
静坐,3
寄郑谷郎中,3
邢君才旧宅三怪诗,3
梦中诗,3
望远行,3
回波乐,3
闲中好,3
荷叶杯,3
遐方怨,3
思帝乡,3
河渎神,3
天仙子,3
诉衷情,3
西溪子,3
醉公子,3
思越人,3
满宫花,3
南乡子,3
南歌子,3
入潼关,2
望终南山,2
望雪,2
守岁,2
咏弓,2
九月九日,2
过王濬墓,2
千秋节赐群臣镜,2
端午,2
重阳日即事,2
唐大飨拜洛乐章·昭和,2
唐大飨拜洛乐章·归和,2
奉和同太子监守违恋,2
病中书事,2
醉妆词,2
玄都观,2
题金华宫,2
题彭州阳平化,2
三学山夜看圣灯,2
题天回驿,2
郊庙歌辞·祀圜丘乐章·豫和,2
明皇祀圜丘乐章·豫和,2
明皇祀圜丘乐章·太和,2
封泰山乐章·豫和,2
封泰山乐章·寿和,2
祈谷乐章·肃和,2
祈谷乐章·雍和,2
祈谷乐章·舒和,2
明堂乐章·肃和,2
明堂乐章·雍和,2
明堂乐章·舒和,2
雩祀乐章·肃和,2
雩祀乐章·雍和,2
雩祀乐章·舒和,2
雩祀乐章·豫和,2
郊庙歌辞·祀九宫贵神乐章·豫和,2
郊庙歌辞·祀九宫贵神乐章·肃和,2
郊庙歌辞·武后大享拜洛乐章·昭和,2
郊庙歌辞·禅社首乐章·太和,2
郊庙歌辞·享先农乐章·咸和,2
郊庙歌辞·享太庙乐章·雍和,2
郊庙歌辞·享太庙乐章·长发舞,2
郊庙歌辞·享太庙乐章·大成舞,2
郊庙歌辞·享太庙乐章·大明舞,2
郊庙歌辞·享太庙乐章·舒和,2
郊庙歌辞·享太庙乐章·崇德舞,2
郊庙歌辞·享太庙乐章·钧天舞,2
郊庙歌辞·享太庙乐章·景云舞,2
郊庙歌辞·享太庙乐章·光大舞,2
郊庙歌辞·仪坤庙乐章·永和,2
郊庙歌辞·仪坤庙乐章·雍和,2
郊庙歌辞·昭德皇后庙乐章·永和,2
郊庙歌辞·昭德皇后庙乐章·雍和,2
郊庙歌辞·梁郊祀乐章·庆和,2
郊庙歌辞·周郊祀乐章·昭顺乐,2
乐府杂曲·鼓吹曲辞·巫山高二首,2
横吹曲辞·陇头吟,2
横吹曲辞·入关,2
横吹曲辞·望行人,2
横吹曲辞·洛阳道,2
横吹曲辞·雨雪曲,2
横吹曲辞·白鼻騧,2
相和歌辞·日出行,2
相和歌辞·王昭君三首,2
相和歌辞·王昭君二首,2
相和歌辞·长歌行,2
相和歌辞·雀台怨,2
相和歌辞·置酒行,2
相和歌辞·从军行二首,2
相和歌辞·从军行三首,2
相和歌辞·董逃行,2
相和歌辞·相逢行,2
相和歌辞·善哉行,2
相和歌辞·上留田,2
相和歌辞·门有车马客行,2
相和歌辞·蜀道难,2
相和歌辞·棹歌行,2
相和歌辞·白头吟,2
相和歌辞·班婕妤,2
相和歌辞·杂怨三首,2
相和歌辞·子夜冬歌,2
相和歌辞·子夜四时歌四首·春歌,2
相和歌辞·子夜四时歌四首·夏歌,2
相和歌辞·子夜四时歌四首·秋歌,2
相和歌辞·子夜四时歌四首·冬歌,2
相和歌辞·团扇郎,2
相和歌辞·春江花月夜,2
相和歌辞·估客乐,2
相和歌辞·贾客词,2
相和歌辞·襄阳曲,2
相和歌辞·江南弄,2
相和歌辞·采莲曲二首,2
相和歌辞·上云乐,2
相和歌辞·凤台曲,2
舞曲歌辞·白纻辞二首,2
舞曲歌辞·白纻歌,2
琴曲歌辞·湘妃,2
琴曲歌辞·湘妃怨,2
琴曲歌辞·昭君怨,2
琴曲歌辞·蔡氏五弄·秋思,2
杂曲歌辞·君子有所思行,2
杂曲歌辞·太行苦热行,2
杂曲歌辞·春日行,2
杂曲歌辞·少年子,2
杂曲歌辞·少年乐,2
杂曲歌辞·少年行四首,2
杂曲歌辞·少年行二首,2
杂曲歌辞·邯郸少年行,2
杂曲歌辞·千里思,2
杂曲歌辞·行路难五首,2
杂曲歌辞·行路难二首,2
杂曲歌辞·生别离,2
杂曲歌辞·远别离,2
杂曲歌辞·别离曲,2
杂曲歌辞·筑城曲,2
杂曲歌辞·秋夜长,2
杂曲歌辞·秋夜曲,2
杂曲歌辞·夜坐吟,2
杂曲歌辞·树中草,2
杂曲歌辞·入破第一,2
杂曲歌辞·入破第二,2
杂曲歌辞·入破第三,2
杂曲歌辞·入破第四,2
杂曲歌辞·入破第五,2
杂曲歌辞·堂堂,2
杂曲歌辞·排遍第一,2
杂曲歌辞·排遍第二,2
杂曲歌辞·离别难,2
杂曲歌辞·鹧鸪词,2
杂曲歌辞·何满子,2
杂曲歌辞·圣明乐,2
杂曲歌辞·大酺乐,2
杂曲歌辞·拜新月,2
杂曲歌辞·忆江南,2
杂曲歌辞·宫中调笑,2
杂曲歌辞·宫中乐,2
杂歌谣辞·鸡鸣曲,2
杂歌谣辞·古歌,2
咏汉高祖,2
早春桂林殿应诏,2
奉和正日临朝,2
享太庙乐章·永和,2
享太庙乐章·雍和,2
暮秋言怀,2
祭方丘乐章·顺和,2
奉和咏日午,2
咏笛,2
咏马,2
奉和秋日即目应制,2
奉和喜雪应制,2
奉和过旧宅应制,2
咏鹦鹉,2
春夜,2
奉和出颍至淮应令,2
食后,2
过汉故城,2
文德皇后挽歌,2
大酺乐,2
蜀道难,2
咏水,2
刘生,2
十五夜观灯,2
益州城西张超亭观妓,2
诗式,2
雨后,2
奉和别鲁王,2
奉和太子纳妃太平公主出降三首,2
奉和展礼岱宗涂经濮济,2
送苏尚书赴益州,2
咏燕,2
奉和九月九日应制,2
江楼,2
奉和圣制喜雪应制,2
杂诗五首,2
南阳道中作,2
湘中作,2
奉和圣制瑞雪篇,2
晚霁登王六东阁,2
送赵都护赴安西,2
答陆澧,2
游法华寺,2
过函谷关,2
送李侍御,2
送武进郑明府,2
宿清远峡山寺,2
奉和九日登慈恩寺浮图应制,2
巫山高（一作沈佺期诗）,2
奉和春初幸太平公主南庄应制,2
谒禹庙,2
嵩山夜还,2
伤曹娘二首,2
称心寺,2
新年作,2
慈恩寺九日应制,2
秦州薛都督挽词,2
秋夜长,2
滕王阁,2
铜雀妓二首,2
宝剑篇,2
中宗降诞日长宁公主满月侍宴应制,2
烟,2
原,2
河,2
檄,2
戈,2
笙,2
舞,2
钱,2
锦,2
素,2
兰,2
萍,2
雉,2
马,2
送和西蕃使,2
送崔融,2
除夜有怀,2
晦日宴游,2
扈从出长安应制,2
三妇艳,2
咏露,2
咏雾,2
咏琴,2
奉和受图温洛应制,2
蛩,2
野井,2
和宋之问下山歌,2
凤台曲,2
奉和人日宴大明宫恩赐彩缕人胜应制,2
安乐公主移入新宅,2
奉和幸望春宫送朔方军大总管张仁亶,2
奉和立春游苑迎春,2
奉和圣制立春日侍宴内殿出剪彩花应制,2
奉和七夕宴两仪殿应制,2
奉和幸礼部尚书窦希玠宅应制（一作陪幸五王宅）,2
奉和圣制幸望春宫送朔方大总管张仁亶,2
奉和圣制过晋阳宫应制,2
侍宴安乐公主山庄应制,2
奉和圣制途经华岳应制,2
奉和圣制经河上公庙应制,2
御箭连中双兔,2
龙池篇,2
题巴州光福寺楠木,2
比干墓,2
奉和幸新丰温泉宫应制,2
春闺,2
途中有怀,2
秋日送别,2
棹歌行,2
咏尘,2
子夜冬歌,2
下山逢故夫,2
将军行,2
春女行,2
巫山怀古,2
归山,2
捣衣篇,2
入塞,2
鸳鸯篇,2
岘山怀古,2
唐封泰山乐章·寿和,2
巡边在河北作,2
岳州作,2
灉湖山寺,2
和尹懋秋夜游灉湖,2
杂诗四首,2
饯唐州高使君,2
游灉湖上寺,2
酬崔光禄冬日述怀赠答,2
游洞庭湖,2
和尹懋秋夜游灉湖二首,2
奉酬韦祭酒偶游龙门北溪忽怀骊山别业因以言志…之作,2
哭仆射鄂公杨再思,2
奉和幸大荐福寺（寺即中宗旧宅）,2
夏日都门送司马员外逸客孙员外佺北征,2
临水亭,2
初达驩州,2
古歌,2
送金城公主适西蕃应制,2
和常州崔使君寒食夜,2
游少林寺,2
和上巳连寒食有怀京洛,2
送王汶宰江阴,2
婺州留别邓使君,2
秋朝木芙蓉,2
百舌,2
相思怨,2
奉和御制平胡,2
奉和御制左丞相说右丞相璟太子少傅乾曜同日上官…赐诗,2
从军,2
奉和御制春台望,2
奉和圣制答张说南出雀鼠谷,2
唐禅社首乐章·太和,2
答朝士,2
渡扬子江,2
江南曲五首,2
石桥琪树,2
送杜士瞻楚州觐省,2
奉和圣制从蓬莱向兴庆阁道中留春雨中春望之作应制,2
除日,2
送杜侍御赴上都,2
宿法华寺,2
对酒吟,2
纪事,2
送贺监归四明应制,2
奉和圣制次琼岳应制,2
杂诗二首,2
华岳,2
故南阳夫人樊氏挽歌,2
送友人南归,2
春园即事,2
别辋川别业,2
登润州城,2
竹下残雪,2
上巳,2
宴吴王宅,2
晚泊金陵水亭,2
湘夫人,2
古塞下曲,2
宋少府东溪泛舟,2
晚归东园,2
题卢道士房,2
弹棋歌,2
题鹤林寺,2
效古二首,2
石瓮寺,2
同诸公登慈恩寺塔,2
新丰主人,2
蓝上茅茨期王维补阙,2
塞下曲四首,2
从军行二首,2
独游,2
江上闻笛,2
泊舟盱眙,2
燕居,2
吴故宫,2
春女怨,2
咏帘,2
长信怨,2
南楚怀古,2
湘妃,2
斑竹,2
偶然作,2
寄李侍御,2
题虎丘寺,2
送友人东归,2
春游吟,2
尚书都堂瓦松,2
凉州词二首,2
古挽歌,2
途中寄友人,2
闻笛,2
庭橘,2
他乡七夕,2
古风,2
远别离,2
夜坐吟,2
雉朝飞,2
侠客行,2
阳春歌,2
杨叛儿,2
东武吟,2
出自蓟北门行,2
陌上桑,2
树中草,2
赠郭将军,2
赠崔侍郎,2
送蔡山人,2
送友人入蜀,2
上元夫人,2
秋夕旅怀,2
送友生游峡中,2
效陶彭泽,2
答崔都水,2
答端,2
感梦,2
感镜,2
西楼,2
西亭,2
咏玉,2
咏晓,2
幽居,2
野居,2
雪中,2
题桐叶,2
燕衔泥,2
学仙二首,2
石鼓歌,2
清明,2
酒泉太守席上醉后作,2
汉上题韦氏庄,2
西河郡太原守张夫人挽歌,2
南溪别业,2
春梦,2
冬夕,2
名姝咏,2
艳女词,2
览史,2
时兴,2
嵩山望幸,2
再过金陵,2
送裴员外往江南,2
登秦岭,2
与郑锡游春,2
远寺钟,2
答泉州薛播使君重阳日赠酒,2
送归中丞使新罗,2
送少微上人东南游,2
送商州杜中丞赴任,2
送郑秀才贡举,2
玉山岭上作,2
国子柳博士兼领太常博士，辄申贺赠,2
送裴秀才贡举,2
赠老将,2
邯郸少年行,2
封丘作,2
部落曲,2
除夜作,2
剑池,2
赠李白,2
得舍弟消息,2
幽人,2
杜鹃,2
负薪行,2
雷,2
写怀二首,2
可叹,2
北风,2
咏怀二首,2
曲江二首,2
寓目,2
山寺,2
促织,2
送远,2
日暮,2
狂夫,2
江涨,2
春水,2
江亭,2
村夜,2
落日,2
三绝句,2
九日登梓州城,2
悲秋,2
放船,2
南征,2
久客,2
归梦,2
滕王亭子,2
渡江,2
归来,2
老病,2
溪上,2
小园,2
骊山,2
白露,2
不寐,2
遣愁,2
伤秋,2
返照,2
雨晴,2
晚,2
江梅,2
庭草,2
暮归,2
登岳阳楼,2
楼上,2
避地,2
君山,2
秋夜作,2
送唐别驾赴郢州,2
酬卢十一过宿,2
偶成,2
早夏,2
山花,2
校猎曲,2
题严陵钓台,2
阊门即事,2
九日巴丘杨公台上宴集,2
送客还江东,2
送万巨,2
送客游江南,2
赠张五諲归濠州别业,2
送韦秀才,2
寄赠衡州杨使君,2
宿石邑山中,2
长安逢故人,2
山中即事,2
夜泊湘江,2
寄刘方平,2
闲居作,2
寻戴处士,2
释奠日国学观礼闻雅颂,2
挽歌词,2
春日闲居三首,2
晓鸡,2
赠李十二白,2
迎春东郊,2
望月,2
哭灵一上人,2
春游曲二首,2
南归,2
忆山中,2
春怀,2
归山作,2
宿昭应,2
寻僧二首,2
宋中,2
送夏侯审游蜀,2
送绛州郭参军,2
送王闰,2
入塞曲,2
元日早朝,2
宿青龙寺故昙上人院,2
赠胡居士,2
荐福寺送元伟,2
观邻老栽松,2
秋日感怀,2
早春雪中,2
旅次寄湖南张郎中,2
春日早朝应制,2
